id,content,keywords
348915,in oracle contracts not backend server stuff the user convenience i am referring to is that when you lever up on stable to stable you kinda dont intend to be liquidated or eth to steth so you hardpeg probably was their idea to make ltv better and more utilized but the consequences are the ones you see above,"['ether (also known as ethereum)', 'eth']"
348933,safts changing lockups etc,"['ethereum classic', 'etc']"
348946,when you redeem your frax you get usdc fxs,"['usd coin (stablecoin)', 'usdc']"
348948,so i guess at 88 cr you get 88c usdc and 12c of fxs per frax redeemed iirc,"['usd coin (stablecoin)', 'usdc']"
348953,dai is backed by different assets when its backed by usdc it has a lower collateral ratio,"['usd coin (stablecoin)', 'usdc']"
348956,dai requires minters to hold assets in vaults to back the dai that gets minted if the value falls below the cr those assets get liquidatedfrax just takes the appropriate amounts of usdc fxs and gives you frax the usdc and fxs isnt really yours in the same way that it is in dai,"['usd coin (stablecoin)', 'usdc', 'usd coin (stablecoin)', 'usdc', 'dai', 'requires', 'minters', 'hold', 'assets', 'vaults', 'dai', 'gets', 'minted', 'value', 'falls', 'cr', 'assets', 'liquidatedfrax', 'takes', 'appropriate', 'amounts', 'usdc', 'fxs', 'gives', 'frax', 'usdc', 'fxs', 'nt', 'way', 'dai']"
348960,uhhhhhh i guess the usdc and fxs just belongs to the protocol after that so you wont necessarily be able to get back the same ratio of usdcfxs when you choose to redeem the frax later,"['usd coin (stablecoin)', 'usdc']"
348961,eg if the cr drops further youll get less usdc and more fxs,"['usd coin (stablecoin)', 'usdc']"
348970,as commented by someone earlier generally on stablecoins guess it suffers from the demandsupply problemwhile they launched in a volatile week when eth had high ups and downs in its price and they demonstrated the ability to keep the peg in range problem is theres no demand for their stablecoinalso their stress testing of peg was limited to their advantage of being low cap and thus low in circulating supplyhavent seen any project coming forward to trust float yet afaik,"['ether (also known as ethereum)', 'eth']"
348989,i think you saw i wrote assuming what we know nowit wouldnt be a dai copy on eth in the thoughtexperiment it would be the 1st and only dai and frax on say marseth the answers given already was helpful1 dai allows speculative collateral but has higher cr2 frax holds stables but has lower cr can print more frax per collateral,"['ether (also known as ethereum)', 'eth']"
349027,its not that they are not rekt but a system as flawed is,"['“wrecked” (meaning major losses)', 'rekt']"
349041,and they could pocket btc to other wallets etc,"['ethereum classic', 'etc']"
349054,4 lfg directly sold 26281671 usdt 23555590 usdc for an aggregate 50200071 ust,"['tether', 'usdt', 'usd coin (stablecoin)', 'usdc', '4', 'lfg', 'directly', 'sold', '26281671', 'usdt', '23555590', 'usdc', 'aggregate', '50200071', 'ust']"
349059,staked eth projects like steth by market size any good link for it,"['ether (also known as ethereum)', 'eth']"
349088,yeye alameda made trillions go up in a second sure yes btc manipulation not even usdt etc,"['tether', 'usdt', 'ethereum classic', 'etc', 'yeye', 'alameda', 'trillions', 'second', 'sure', 'yes', 'btc', 'manipulation', 'usdt', 'etc']"
349130,bud hey bud if i give you 28b will you trade crypto for me me surebud howd we dome rekt soz,"['“wrecked” (meaning major losses)', 'rekt']"
349141,you need governance to change fees add collaterals chagne parameters etc why dont make governance but include everyone on it one vote per person via some sort of proof of humanity,"['ethereum classic', 'etc']"
349144,makerdaos dai needs quite a few veriable paremeters such as interest borrow limied how much you can borrow vs particular assets liquidation settings althoug its quite basic in maker system add new assets etc,"['ethereum classic', 'etc']"
349150,few clarifications1 liquity advertises loans as being interestfree which they are there are no interest payments just a oneoff borrowing fee 05 of borrowed amount2 liquity does not earn anything on liquidations liquity more precise lqty stakers earn through the borrowing fee above redemption fees redemption is if someone exchanges 1 lusd against 1 usd value of eth anyone liquidating a trove calling the liquidate function will be rewarded with 200 lusd 05 of the liquidated positions collateral,"['ether (also known as ethereum)', 'eth']"
349152,lobster daily 412 daily recap 15 may11 any good place to start for a deep dive into the whole stablecoin aspectslink to discussion 12 a simple public good stablecoin with eth as backing fee accumulation as collaterallink to discussion 13 rethinking the stablecoin idea pegging to what and howlink to discussion 2 gitcoindao overspending link link to discussion 3 rekt on luna nft set to help those that lost link link to discussion,"['ether (also known as ethereum)', 'eth', '“wrecked” (meaning major losses)', 'rekt', 'lobster', 'daily', '412', 'daily', 'recap', '15', 'may11', 'good', 'place', 'start', 'deep', 'dive', 'stablecoin', 'aspectslink', 'discussion', '12', 'simple', 'public', 'good', 'stablecoin', 'eth', 'backing', 'fee', 'accumulation', 'collaterallink', 'discussion', '13', 'rethinking', 'stablecoin', 'idea', 'pegging', 'howlink', 'discussion', '2', 'gitcoindao', 'overspending', 'link', 'link', 'discussion', '3', 'rekt', 'luna', 'nft', 'set', 'help', 'lost', 'link', 'link', 'discussion']"
349176,if its fully backed where is the algorithm would that make an algo fiatcoin since its not entirely fiat reserves,"['conventional government-issued currency (e.g. us dollar, euro)', 'fiat']"
349194,ytd all tech stonks down 80 net not an exception imo,"['year to date', 'ytd']"
349202,they let tor run free after all,"['the onion router (one who sends anonymous data)', 'tor']"
349238,this is probably one of the worst takes i have ever seen by them they will reward people who in theory arent even rekt by the peg they can simply buy now and get rewarded plain stupidity,"['“wrecked” (meaning major losses)', 'rekt']"
349266,eth,"['ether (also known as ethereum)', 'eth']"
349289,nomura moved into crypto i think its first bank that is trading defi if coin desk reports are to be believed be interesting to see if this causes others in tradfi to movei really want them to create nom with staked tokens yielding nomnom,"['decentralized finance', 'defi']"
349290,theres an eth irc channel on freenode where the geth devs hang out,"['ether (also known as ethereum)', 'eth']"
349313,hi all is any place where can i report an address which stole my whole wallet balance lps staked etc,"['ethereum classic', 'etc']"
349314,ive made a huge mistake with a scammer pretending an admin from hop exchange using same details photos etc,"['ethereum classic', 'etc']"
349327,heh well we did but we turned them all down we have enough to build and wanted to stick to defi core principles now were thinking that an extra 2 solidity devs would allow us to accomplish what we need to a lot faster i want to see what they have to offer the good ones,"['decentralized finance', 'defi']"
349371,eth rarible dead foundation losing badly but has artists looksrare still fine farming rewards coinbase still not launched must watch 2022 1 geniegem good working model zora nice websitesol magic eden won fraktal jumped late will try to gamefi can work solana nft bigger eth nft opensea vs magic eden must watch 2022 2,"['ether (also known as ethereum)', 'eth', 'ether (also known as ethereum)', 'eth', 'eth', 'rarible', 'dead', 'foundation', 'losing', 'badly', 'artists', 'looksrare', 'fine', 'farming', 'rewards', 'coinbase', 'launched', 'watch', '2022', '1', 'geniegem', 'good', 'working', 'model', 'zora', 'nice', 'websitesol', 'magic', 'eden', 'won', 'fraktal', 'jumped', 'late', 'try', 'gamefi', 'work', 'solana', 'nft', 'bigger', 'eth', 'nft', 'opensea', 'vs', 'magic', 'eden', 'watch', '2022', '2']"
349406,eh not so sure on efi but rest yeah use case problem is too many chains trying to find themselves due to lack of users and slowly converging on the same feature set which defeats the purpose very few revolutionary things are out and those suffer from a severe lack of marketing and so are under the radar in the rest of the ecosystem like for example dex as a chain as done by mangata makes sense because it gets rid of mev but then what else the appeal of eth is being able to use the dex as a lego but without evm there it is hard for the general public to utilize that dex then and moving tokens around is a friction of its own so all this is just very clumsy still plus devs need to start thinking aggressively async now,"['ether (also known as ethereum)', 'eth']"
